"sales_month","kind_of_business","pctg_total_sales"
"2015-04-01","Women's clothing stores",100.0000000000000000
"2006-06-01","Women's clothing stores",100.0000000000000000
"1995-06-01","Women's clothing stores",100.0000000000000000
"1997-07-01","Men's clothing stores",35.0451735615786971
"1993-04-01","Men's clothing stores",28.8196958725561188
"1992-08-01","Women's clothing stores",100.0000000000000000
"2010-10-01","Men's clothing stores",19.7261978842563783
"2015-11-01","Men's clothing stores",20.2204893788652864
"2000-11-01","Women's clothing stores",100.0000000000000000
"1993-03-01","Men's clothing stores",28.9107289107289107
"2015-07-01","Women's clothing stores",100.0000000000000000
"2009-06-01","Women's clothing stores",100.0000000000000000
"1994-07-01","Women's clothing stores",100.0000000000000000
"2009-10-01","Men's clothing stores",19.7092084006462036
"2020-12-01","Men's clothing stores",17.7699323330391292
"2011-02-01","Women's clothing stores",100.0000000000000000
"2004-09-01","Men's clothing stores",22.8550829127613554
"2013-08-01","Men's clothing stores",19.7187141216991963
"2006-05-01","Men's clothing stores",20.7485029940119760
"1995-02-01","Women's clothing stores",100.0000000000000000
"1992-04-01","Women's clothing stores",100.0000000000000000
"2014-07-01","Women's clothing stores",100.0000000000000000
"2019-06-01","Men's clothing stores",19.7127139364303178
"2004-03-01","Men's clothing stores",21.8524871355060034
"2020-01-01","Men's clothing stores",21.7219589257503949
"2017-07-01","Women's clothing stores",100.0000000000000000
"2019-12-01","Men's clothing stores",19.1948398576512456
"2007-04-01","Women's clothing stores",100.0000000000000000
"2000-05-01","Women's clothing stores",100.0000000000000000
"2018-08-01","Women's clothing stores",100.0000000000000000
"1997-11-01","Men's clothing stores",39.7023330651649236
"2006-08-01","Men's clothing stores",24.1891891891891892
"2005-09-01","Men's clothing stores",21.3972325345933176
"1995-02-01","Men's clothing stores",33.5359116022099448
"1997-05-01","Men's clothing stores",33.3058871963771099
"2004-10-01","Men's clothing stores",24.3143812709030100
"2001-04-01","Women's clothing stores",100.0000000000000000
"2020-06-01","Men's clothing stores",14.9481993093241243
"2012-06-01","Women's clothing stores",100.0000000000000000
"1997-12-01","Men's clothing stores",41.4510686164229471
"2005-01-01","Men's clothing stores",24.5936698032506416
"1992-01-01","Women's clothing stores",100.0000000000000000
"1996-07-01","Women's clothing stores",100.0000000000000000
"1995-01-01","Men's clothing stores",38.3633197910621010
"2010-08-01","Men's clothing stores",17.4662162162162162
"2004-05-01","Women's clothing stores",100.0000000000000000
"2008-07-01","Women's clothing stores",100.0000000000000000
"2006-01-01","Women's clothing stores",100.0000000000000000
"2005-08-01","Women's clothing stores",100.0000000000000000
"2010-11-01","Women's clothing stores",100.0000000000000000
"1999-08-01","Women's clothing stores",100.0000000000000000
"2002-02-01","Women's clothing stores",100.0000000000000000
"2000-04-01","Women's clothing stores",100.0000000000000000
"2006-04-01","Women's clothing stores",100.0000000000000000
"2015-12-01","Women's clothing stores",100.0000000000000000
"1996-12-01","Women's clothing stores",100.0000000000000000
"2008-06-01","Women's clothing stores",100.0000000000000000
"2006-10-01","Men's clothing stores",24.4291523303096653
"2002-09-01","Women's clothing stores",100.0000000000000000
"2001-12-01","Women's clothing stores",100.0000000000000000
"1999-04-01","Men's clothing stores",31.0397553516819572
"2010-02-01","Women's clothing stores",100.0000000000000000
"2011-05-01","Women's clothing stores",100.0000000000000000
"2008-12-01","Women's clothing stores",100.0000000000000000
"2008-08-01","Men's clothing stores",20.8333333333333333
"2003-03-01","Women's clothing stores",100.0000000000000000
"2000-12-01","Men's clothing stores",34.3919442292796282
"2015-04-01","Men's clothing stores",22.1804511278195489
"2014-08-01","Men's clothing stores",20.0289435600578871
"2005-03-01","Women's clothing stores",100.0000000000000000
"1998-11-01","Women's clothing stores",100.0000000000000000
"1997-11-01","Women's clothing stores",100.0000000000000000
"1998-09-01","Men's clothing stores",33.6007130124777184
"2019-03-01","Men's clothing stores",17.9079497907949791
"2008-11-01","Women's clothing stores",100.0000000000000000
"2006-02-01","Men's clothing stores",22.1207307386814932
"1995-05-01","Men's clothing stores",28.4418145956607495
"2002-12-01","Women's clothing stores",100.0000000000000000
"1993-06-01","Women's clothing stores",100.0000000000000000
"1998-04-01","Women's clothing stores",100.0000000000000000
"2003-08-01","Men's clothing stores",28.5329226030034655
"1994-12-01","Men's clothing stores",37.8927017883035283
"2019-02-01","Men's clothing stores",19.1791044776119403
"1993-09-01","Women's clothing stores",100.0000000000000000
"2010-12-01","Women's clothing stores",100.0000000000000000
"2002-02-01","Men's clothing stores",24.7336729967577582
"2014-04-01","Men's clothing stores",21.7873993893977241
"2019-07-01","Women's clothing stores",100.0000000000000000
"1995-10-01","Women's clothing stores",100.0000000000000000
"1999-05-01","Women's clothing stores",100.0000000000000000
"2016-03-01","Men's clothing stores",19.2948893140202241
"2007-02-01","Women's clothing stores",100.0000000000000000
"1999-04-01","Women's clothing stores",100.0000000000000000
"2003-12-01","Men's clothing stores",27.6398236249709909
"1995-08-01","Women's clothing stores",100.0000000000000000
"1993-05-01","Men's clothing stores",28.1587191089453533
"2016-06-01","Men's clothing stores",22.1604938271604938
"2007-05-01","Men's clothing stores",19.6808510638297872
"2018-03-01","Men's clothing stores",19.4358251057827927
"1999-06-01","Men's clothing stores",32.8898128898128898
"2007-09-01","Men's clothing stores",20.6484104501101668
"2003-04-01","Men's clothing stores",23.1644640234948605
"2007-05-01","Women's clothing stores",100.0000000000000000
"2009-10-01","Women's clothing stores",100.0000000000000000
"2008-03-01","Men's clothing stores",20.0766509433962264
"2008-02-01","Men's clothing stores",21.2088309808179515
"2017-11-01","Men's clothing stores",18.5214626391096979
"2006-04-01","Men's clothing stores",20.5090263391535957
"2001-02-01","Women's clothing stores",100.0000000000000000
"2003-01-01","Women's clothing stores",100.0000000000000000
"2003-06-01","Women's clothing stores",100.0000000000000000
"2018-12-01","Men's clothing stores",19.5733450626786892
"2011-05-01","Men's clothing stores",19.2987457240592930
"1997-09-01","Men's clothing stores",33.5982339955849890
"1992-07-01","Men's clothing stores",30.0884955752212389
"2014-11-01","Men's clothing stores",20.8084996112982638
"2008-06-01","Men's clothing stores",22.7056208320101620
"2000-02-01","Women's clothing stores",100.0000000000000000
"2005-02-01","Women's clothing stores",100.0000000000000000
"1997-07-01","Women's clothing stores",100.0000000000000000
"2018-06-01","Men's clothing stores",21.1036992116434203
"1995-10-01","Men's clothing stores",32.6989619377162630
"2011-01-01","Men's clothing stores",20.7675906183368870
"2005-03-01","Men's clothing stores",22.5120772946859903
"2010-01-01","Women's clothing stores",100.0000000000000000
"1994-03-01","Women's clothing stores",100.0000000000000000
"1992-08-01","Men's clothing stores",29.2435077154685736
"2009-05-01","Men's clothing stores",19.8170731707317073
"2016-02-01","Men's clothing stores",21.1296359305886356
"2018-12-01","Women's clothing stores",100.0000000000000000
"2017-07-01","Men's clothing stores",19.1934979681150359
"2012-04-01","Women's clothing stores",100.0000000000000000
"2010-09-01","Men's clothing stores",18.3926821300228683
"2013-10-01","Men's clothing stores",22.3328591749644381
"1996-02-01","Men's clothing stores",35.4961832061068702
"1994-02-01","Men's clothing stores",32.0812182741116751
"2020-05-01","Women's clothing stores",100.0000000000000000
"2019-08-01","Women's clothing stores",100.0000000000000000
"2008-03-01","Women's clothing stores",100.0000000000000000
"2019-03-01","Women's clothing stores",100.0000000000000000
"1996-02-01","Women's clothing stores",100.0000000000000000
"1992-06-01","Men's clothing stores",35.1897689768976898
"2014-06-01","Men's clothing stores",22.0546654099905749
"2013-04-01","Men's clothing stores",20.4500142409569923
"2017-02-01","Women's clothing stores",100.0000000000000000
"2008-01-01","Women's clothing stores",100.0000000000000000
"1999-07-01","Women's clothing stores",100.0000000000000000
"2003-09-01","Women's clothing stores",100.0000000000000000
"2016-04-01","Men's clothing stores",20.7161125319693095
"2017-04-01","Women's clothing stores",100.0000000000000000
"2011-11-01","Women's clothing stores",100.0000000000000000
"1993-03-01","Women's clothing stores",100.0000000000000000
"2012-06-01","Men's clothing stores",20.8358032009484292
"2004-11-01","Men's clothing stores",26.1812297734627832
"2009-08-01","Women's clothing stores",100.0000000000000000
"2005-08-01","Men's clothing stores",25.7749912922326715
"1999-11-01","Women's clothing stores",100.0000000000000000
"2002-04-01","Men's clothing stores",23.5820895522388060
"2015-02-01","Women's clothing stores",100.0000000000000000
"2019-08-01","Men's clothing stores",18.5563909774436090
"1996-11-01","Men's clothing stores",35.4279105628373169
